date,process,workstation,characteristic,measurement_value,target,lsl,usl
2025-03-18,Hose Clamp Assembly,Line 2,Hose pull-off force (N),201.6538,200.0,180.0,220.0
2025-03-19,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.4263,200.0,180.0,220.0
2025-03-22,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.3021,200.0,180.0,220.0
2025-03-14,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.8637,200.0,180.0,220.0
2025-03-24,Hose Clamp Assembly,Line 3,Hose pull-off force (N),196.7876,200.0,180.0,220.0
2025-03-10,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.6793,200.0,180.0,220.0
2025-03-26,Hose Clamp Assembly,Line 1,Hose pull-off force (N),201.2683,200.0,180.0,220.0
2025-03-17,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.7681,200.0,180.0,220.0
2025-03-01,Hose Clamp Assembly,Line 2,Hose pull-off force (N),197.5786,200.0,180.0,220.0
2025-03-05,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.8842,200.0,180.0,220.0
2025-03-22,Hose Clamp Assembly,Line 1,Hose pull-off force (N),197.191,200.0,180.0,220.0
2025-03-07,Hose Clamp Assembly,Line 2,Hose pull-off force (N),202.3655,200.0,180.0,220.0
2025-03-25,Hose Clamp Assembly,Line 1,Hose pull-off force (N),198.8239,200.0,180.0,220.0
2025-03-10,Hose Clamp Assembly,Line 3,Hose pull-off force (N),202.2007,200.0,180.0,220.0
2025-03-09,Hose Clamp Assembly,Line 1,Hose pull-off force (N),201.7543,200.0,180.0,220.0
2025-03-27,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.0914,200.0,180.0,220.0
2025-03-23,Hose Clamp Assembly,Line 2,Hose pull-off force (N),198.7565,200.0,180.0,220.0
2025-03-07,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.8955,200.0,180.0,220.0
2025-03-02,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.1725,200.0,180.0,220.0
2025-03-27,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.538,200.0,180.0,220.0
2025-03-04,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.6939,200.0,180.0,220.0
2025-03-28,Hose Clamp Assembly,Line 3,Hose pull-off force (N),197.8215,200.0,180.0,220.0
2025-03-24,Hose Clamp Assembly,Line 3,Hose pull-off force (N),197.1735,200.0,180.0,220.0
2025-03-28,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.7171,200.0,180.0,220.0
2025-03-24,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.5803,200.0,180.0,220.0
2025-03-18,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.5925,200.0,180.0,220.0
2025-03-08,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.3938,200.0,180.0,220.0
2025-03-26,Hose Clamp Assembly,Line 3,Hose pull-off force (N),202.0825,200.0,180.0,220.0
2025-03-10,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.9971,200.0,180.0,220.0
2025-03-22,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.899,200.0,180.0,220.0
2025-03-13,Hose Clamp Assembly,Line 2,Hose pull-off force (N),201.1115,200.0,180.0,220.0
2025-03-14,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.4333,200.0,180.0,220.0
2025-03-11,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.712,200.0,180.0,220.0
2025-03-02,Hose Clamp Assembly,Line 1,Hose pull-off force (N),201.1861,200.0,180.0,220.0
2025-03-24,Hose Clamp Assembly,Line 2,Hose pull-off force (N),201.3712,200.0,180.0,220.0
2025-03-07,Hose Clamp Assembly,Line 3,Hose pull-off force (N),197.5971,200.0,180.0,220.0
2025-03-28,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.2922,200.0,180.0,220.0
2025-03-27,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.1236,200.0,180.0,220.0
2025-03-21,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.5343,200.0,180.0,220.0
2025-03-23,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.0835,200.0,180.0,220.0
2025-03-12,Hose Clamp Assembly,Line 3,Hose pull-off force (N),202.5487,200.0,180.0,220.0
2025-03-18,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.6764,200.0,180.0,220.0
2025-03-20,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.6726,200.0,180.0,220.0
2025-03-25,Hose Clamp Assembly,Line 3,Hose pull-off force (N),202.0482,200.0,180.0,220.0
2025-03-07,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.8179,200.0,180.0,220.0
2025-03-15,Hose Clamp Assembly,Line 1,Hose pull-off force (N),202.2184,200.0,180.0,220.0
2025-03-22,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.8066,200.0,180.0,220.0
2025-03-06,Hose Clamp Assembly,Line 1,Hose pull-off force (N),198.7214,200.0,180.0,220.0
2025-03-24,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.4676,200.0,180.0,220.0
2025-03-04,Hose Clamp Assembly,Line 2,Hose pull-off force (N),198.1527,200.0,180.0,220.0
2025-03-02,Hose Clamp Assembly,Line 2,Hose pull-off force (N),201.345,200.0,180.0,220.0
2025-03-09,Hose Clamp Assembly,Line 3,Hose pull-off force (N),202.1044,200.0,180.0,220.0
2025-03-09,Hose Clamp Assembly,Line 1,Hose pull-off force (N),203.0573,200.0,180.0,220.0
2025-03-06,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.6061,200.0,180.0,220.0
2025-03-28,Hose Clamp Assembly,Line 2,Hose pull-off force (N),202.0672,200.0,180.0,220.0
2025-03-01,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.5537,200.0,180.0,220.0
2025-03-15,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.7225,200.0,180.0,220.0
2025-03-05,Hose Clamp Assembly,Line 1,Hose pull-off force (N),201.6162,200.0,180.0,220.0
2025-03-05,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.9926,200.0,180.0,220.0
2025-03-20,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.5452,200.0,180.0,220.0
2025-03-25,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.9489,200.0,180.0,220.0
2025-03-20,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.8563,200.0,180.0,220.0
2025-03-10,Hose Clamp Assembly,Line 2,Hose pull-off force (N),202.2417,200.0,180.0,220.0
2025-03-26,Hose Clamp Assembly,Line 3,Hose pull-off force (N),202.2578,200.0,180.0,220.0
2025-03-18,Hose Clamp Assembly,Line 2,Hose pull-off force (N),201.1751,200.0,180.0,220.0
2025-03-03,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.61,200.0,180.0,220.0
2025-03-11,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.1316,200.0,180.0,220.0
2025-03-08,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.7251,200.0,180.0,220.0
2025-03-17,Hose Clamp Assembly,Line 1,Hose pull-off force (N),201.4813,200.0,180.0,220.0
2025-03-26,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.3791,200.0,180.0,220.0
2025-03-06,Hose Clamp Assembly,Line 2,Hose pull-off force (N),201.9101,200.0,180.0,220.0
2025-03-18,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.6675,200.0,180.0,220.0
2025-03-13,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.8024,200.0,180.0,220.0
2025-03-12,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.1713,200.0,180.0,220.0
2025-03-07,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.1883,200.0,180.0,220.0
2025-03-11,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.3413,200.0,180.0,220.0
2025-03-12,Hose Clamp Assembly,Line 2,Hose pull-off force (N),198.0903,200.0,180.0,220.0
2025-03-07,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.9969,200.0,180.0,220.0
2025-03-17,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.5567,200.0,180.0,220.0
2025-04-25,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.5889,200.0,180.0,220.0
2025-04-01,Hose Clamp Assembly,Line 1,Hose pull-off force (N),201.0398,200.0,180.0,220.0
2025-04-22,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.492,200.0,180.0,220.0
2025-04-15,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.9133,200.0,180.0,220.0
2025-04-21,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.0628,200.0,180.0,220.0
2025-04-20,Hose Clamp Assembly,Line 1,Hose pull-off force (N),201.5675,200.0,180.0,220.0
2025-04-02,Hose Clamp Assembly,Line 3,Hose pull-off force (N),202.5063,200.0,180.0,220.0
2025-04-11,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.6663,200.0,180.0,220.0
2025-04-26,Hose Clamp Assembly,Line 1,Hose pull-off force (N),201.8193,200.0,180.0,220.0
2025-04-13,Hose Clamp Assembly,Line 2,Hose pull-off force (N),198.1054,200.0,180.0,220.0
2025-04-18,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.2213,200.0,180.0,220.0
2025-04-10,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.4906,200.0,180.0,220.0
2025-04-17,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.0402,200.0,180.0,220.0
2025-04-17,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.7759,200.0,180.0,220.0
2025-04-15,Hose Clamp Assembly,Line 2,Hose pull-off force (N),201.0599,200.0,180.0,220.0
2025-04-02,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.3425,200.0,180.0,220.0
2025-04-21,Hose Clamp Assembly,Line 1,Hose pull-off force (N),201.0215,200.0,180.0,220.0
2025-04-11,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.3773,200.0,180.0,220.0
2025-04-03,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.8913,200.0,180.0,220.0
2025-04-06,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.3399,200.0,180.0,220.0
2025-04-18,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.5079,200.0,180.0,220.0
2025-04-21,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.2296,200.0,180.0,220.0
2025-04-07,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.7975,200.0,180.0,220.0
2025-04-21,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.9135,200.0,180.0,220.0
2025-04-28,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.5171,200.0,180.0,220.0
2025-04-14,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.3839,200.0,180.0,220.0
2025-04-07,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.5432,200.0,180.0,220.0
2025-04-27,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.1099,200.0,180.0,220.0
2025-04-24,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.981,200.0,180.0,220.0
2025-04-21,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.9859,200.0,180.0,220.0
2025-04-24,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.5604,200.0,180.0,220.0
2025-04-05,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.0295,200.0,180.0,220.0
2025-04-15,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.8164,200.0,180.0,220.0
2025-04-11,Hose Clamp Assembly,Line 1,Hose pull-off force (N),201.1553,200.0,180.0,220.0
2025-04-03,Hose Clamp Assembly,Line 1,Hose pull-off force (N),202.9612,200.0,180.0,220.0
2025-04-02,Hose Clamp Assembly,Line 1,Hose pull-off force (N),201.9374,200.0,180.0,220.0
2025-04-26,Hose Clamp Assembly,Line 2,Hose pull-off force (N),201.8965,200.0,180.0,220.0
2025-04-18,Hose Clamp Assembly,Line 1,Hose pull-off force (N),198.9998,200.0,180.0,220.0
2025-04-19,Hose Clamp Assembly,Line 1,Hose pull-off force (N),201.4613,200.0,180.0,220.0
2025-04-09,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.5267,200.0,180.0,220.0
2025-04-13,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.9571,200.0,180.0,220.0
2025-04-21,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.7796,200.0,180.0,220.0
2025-04-14,Hose Clamp Assembly,Line 2,Hose pull-off force (N),201.6687,200.0,180.0,220.0
2025-04-01,Hose Clamp Assembly,Line 2,Hose pull-off force (N),201.1604,200.0,180.0,220.0
2025-04-22,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.5825,200.0,180.0,220.0
2025-04-18,Hose Clamp Assembly,Line 1,Hose pull-off force (N),201.4368,200.0,180.0,220.0
2025-04-21,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.8581,200.0,180.0,220.0
2025-04-20,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.8353,200.0,180.0,220.0
2025-04-25,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.2404,200.0,180.0,220.0
2025-04-19,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.3371,200.0,180.0,220.0
2025-04-23,Hose Clamp Assembly,Line 1,Hose pull-off force (N),201.464,200.0,180.0,220.0
2025-04-12,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.3975,200.0,180.0,220.0
2025-04-04,Hose Clamp Assembly,Line 2,Hose pull-off force (N),202.8127,200.0,180.0,220.0
2025-04-26,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.5042,200.0,180.0,220.0
2025-04-10,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.9037,200.0,180.0,220.0
2025-04-03,Hose Clamp Assembly,Line 2,Hose pull-off force (N),201.0109,200.0,180.0,220.0
2025-04-25,Hose Clamp Assembly,Line 2,Hose pull-off force (N),201.2559,200.0,180.0,220.0
2025-04-13,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.4725,200.0,180.0,220.0
2025-04-27,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.5218,200.0,180.0,220.0
2025-04-01,Hose Clamp Assembly,Line 2,Hose pull-off force (N),201.0571,200.0,180.0,220.0
2025-04-06,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.3231,200.0,180.0,220.0
2025-04-08,Hose Clamp Assembly,Line 1,Hose pull-off force (N),202.1812,200.0,180.0,220.0
2025-04-24,Hose Clamp Assembly,Line 2,Hose pull-off force (N),201.5476,200.0,180.0,220.0
2025-04-26,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.5859,200.0,180.0,220.0
2025-04-10,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.4822,200.0,180.0,220.0
2025-04-05,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.4966,200.0,180.0,220.0
2025-04-22,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.2437,200.0,180.0,220.0
2025-04-21,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.4371,200.0,180.0,220.0
2025-04-01,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.9994,200.0,180.0,220.0
2025-04-28,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.9724,200.0,180.0,220.0
2025-04-05,Hose Clamp Assembly,Line 1,Hose pull-off force (N),201.3372,200.0,180.0,220.0
2025-04-02,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.3632,200.0,180.0,220.0
2025-04-19,Hose Clamp Assembly,Line 3,Hose pull-off force (N),202.5539,200.0,180.0,220.0
2025-04-13,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.5621,200.0,180.0,220.0
2025-04-18,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.8383,200.0,180.0,220.0
2025-04-10,Hose Clamp Assembly,Line 1,Hose pull-off force (N),201.4933,200.0,180.0,220.0
2025-04-24,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.9346,200.0,180.0,220.0
2025-04-24,Hose Clamp Assembly,Line 2,Hose pull-off force (N),201.5626,200.0,180.0,220.0
2025-04-07,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.1813,200.0,180.0,220.0
2025-04-21,Hose Clamp Assembly,Line 3,Hose pull-off force (N),202.2486,200.0,180.0,220.0
2025-04-05,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.6036,200.0,180.0,220.0
2025-04-06,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.9052,200.0,180.0,220.0
2025-04-20,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.2452,200.0,180.0,220.0
2025-04-07,Hose Clamp Assembly,Line 1,Hose pull-off force (N),201.5128,200.0,180.0,220.0
2025-04-06,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.9188,200.0,180.0,220.0
2025-04-26,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.7302,200.0,180.0,220.0
2025-04-28,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.334,200.0,180.0,220.0
2025-04-28,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.241,200.0,180.0,220.0
2025-04-15,Hose Clamp Assembly,Line 3,Hose pull-off force (N),202.6701,200.0,180.0,220.0
2025-04-18,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.9395,200.0,180.0,220.0
2025-04-10,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.5388,200.0,180.0,220.0
2025-04-03,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.8271,200.0,180.0,220.0
2025-04-04,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.4612,200.0,180.0,220.0
2025-04-24,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.5806,200.0,180.0,220.0
2025-04-16,Hose Clamp Assembly,Line 2,Hose pull-off force (N),201.4843,200.0,180.0,220.0
2025-04-12,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.3721,200.0,180.0,220.0
2025-04-22,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.9523,200.0,180.0,220.0
2025-04-08,Hose Clamp Assembly,Line 1,Hose pull-off force (N),201.756,200.0,180.0,220.0
2025-04-10,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.6386,200.0,180.0,220.0
2025-04-03,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.0616,200.0,180.0,220.0
2025-04-11,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.3521,200.0,180.0,220.0
2025-04-15,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.8855,200.0,180.0,220.0
2025-04-20,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.8119,200.0,180.0,220.0
2025-04-10,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.2118,200.0,180.0,220.0
2025-04-19,Hose Clamp Assembly,Line 1,Hose pull-off force (N),198.1032,200.0,180.0,220.0
2025-04-19,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.5781,200.0,180.0,220.0
2025-04-12,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.7683,200.0,180.0,220.0
2025-04-14,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.2699,200.0,180.0,220.0
2025-04-01,Hose Clamp Assembly,Line 2,Hose pull-off force (N),202.0646,200.0,180.0,220.0
2025-04-08,Hose Clamp Assembly,Line 1,Hose pull-off force (N),201.0699,200.0,180.0,220.0
2025-04-23,Hose Clamp Assembly,Line 3,Hose pull-off force (N),202.0862,200.0,180.0,220.0
2025-04-21,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.3404,200.0,180.0,220.0
2025-04-09,Hose Clamp Assembly,Line 2,Hose pull-off force (N),201.6599,200.0,180.0,220.0
2025-04-05,Hose Clamp Assembly,Line 3,Hose pull-off force (N),202.4579,200.0,180.0,220.0
2025-04-24,Hose Clamp Assembly,Line 2,Hose pull-off force (N),202.088,200.0,180.0,220.0
2025-04-16,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.3381,200.0,180.0,220.0
2025-04-15,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.2972,200.0,180.0,220.0
2025-04-25,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.1926,200.0,180.0,220.0
2025-04-16,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.1471,200.0,180.0,220.0
2025-04-04,Hose Clamp Assembly,Line 1,Hose pull-off force (N),201.3726,200.0,180.0,220.0
2025-04-21,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.6278,200.0,180.0,220.0
2025-04-03,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.665,200.0,180.0,220.0
2025-04-28,Hose Clamp Assembly,Line 1,Hose pull-off force (N),198.2767,200.0,180.0,220.0
2025-04-18,Hose Clamp Assembly,Line 1,Hose pull-off force (N),202.237,200.0,180.0,220.0
2025-04-09,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.0013,200.0,180.0,220.0
2025-04-21,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.6513,200.0,180.0,220.0
2025-04-24,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.2332,200.0,180.0,220.0
2025-04-01,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.8984,200.0,180.0,220.0
2025-04-21,Hose Clamp Assembly,Line 1,Hose pull-off force (N),197.3414,200.0,180.0,220.0
2025-04-27,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.5684,200.0,180.0,220.0
2025-04-19,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.4664,200.0,180.0,220.0
2025-04-25,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.0685,200.0,180.0,220.0
2025-05-18,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.8424,200.0,180.0,220.0
2025-05-18,Hose Clamp Assembly,Line 3,Hose pull-off force (N),202.2888,200.0,180.0,220.0
2025-05-16,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.6761,200.0,180.0,220.0
2025-05-25,Hose Clamp Assembly,Line 1,Hose pull-off force (N),203.0109,200.0,180.0,220.0
2025-05-12,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.167,200.0,180.0,220.0
2025-05-08,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.07,200.0,180.0,220.0
2025-05-24,Hose Clamp Assembly,Line 2,Hose pull-off force (N),202.767,200.0,180.0,220.0
2025-05-05,Hose Clamp Assembly,Line 2,Hose pull-off force (N),201.778,200.0,180.0,220.0
2025-05-17,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.8728,200.0,180.0,220.0
2025-05-03,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.3556,200.0,180.0,220.0
2025-05-12,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.7205,200.0,180.0,220.0
2025-05-01,Hose Clamp Assembly,Line 3,Hose pull-off force (N),202.3861,200.0,180.0,220.0
2025-05-08,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.1493,200.0,180.0,220.0
2025-05-22,Hose Clamp Assembly,Line 1,Hose pull-off force (N),196.8537,200.0,180.0,220.0
2025-05-25,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.9223,200.0,180.0,220.0
2025-05-05,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.3514,200.0,180.0,220.0
2025-05-06,Hose Clamp Assembly,Line 1,Hose pull-off force (N),198.1762,200.0,180.0,220.0
2025-05-19,Hose Clamp Assembly,Line 3,Hose pull-off force (N),196.9745,200.0,180.0,220.0
2025-05-22,Hose Clamp Assembly,Line 1,Hose pull-off force (N),202.351,200.0,180.0,220.0
2025-05-24,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.3405,200.0,180.0,220.0
2025-05-16,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.8181,200.0,180.0,220.0
2025-05-02,Hose Clamp Assembly,Line 1,Hose pull-off force (N),203.199,200.0,180.0,220.0
2025-05-25,Hose Clamp Assembly,Line 2,Hose pull-off force (N),202.0906,200.0,180.0,220.0
2025-05-08,Hose Clamp Assembly,Line 1,Hose pull-off force (N),203.5341,200.0,180.0,220.0
2025-05-09,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.0972,200.0,180.0,220.0
2025-05-08,Hose Clamp Assembly,Line 1,Hose pull-off force (N),201.0999,200.0,180.0,220.0
2025-05-22,Hose Clamp Assembly,Line 1,Hose pull-off force (N),198.767,200.0,180.0,220.0
